name,position,group,club,division,based_in,division_tier,tier_quality,date_of_birth,birth_month,birth_quarter,age_(days)_on_1_july_2015,age_(months)_on_1_july_2015,age_(years)_on_1_july_2015,birth_city,nation_of_birth,birth_region,nationality,second_nationality,height_(ft_in),height_(ft),height_(in),height_(cm),weight_(kg),goals,appearances,is_top_4_tier,train_or_test
Theo Walcott,"M/AM (R), ST (C)",Midfielder,Arsenal,English Premier Division,ENG,ENG1,1,01/10/1986,10,1,10500,345,26,Newbury,ENG,UK & Ireland,ENG,JAM,,,,176,71,54,229,,
Mike Phenix,"AM (R), ST (C)",Forward,Southport,NaN,ENG,NONE,7,02/07/1986,7,4,10591,347,26,Bolton,ENG,UK & Ireland,ENG,,,,,188,81,18,83,,
Sam Baldock,ST (C),Forward,Brighton,English Football League Championship,ENG,ENG2,3,22/06/1986,6,4,10601,348,26,Bedford,ENG,UK & Ireland,ENG,,,,,171,67,79,229,,
Ricky Miller,ST (C),Forward,Dover,NaN,ENG,NONE,7,15/04/1986,4,3,10669,350,26,Hatfield,ENG,UK & Ireland,ENG,,,,,176,64,89,165,,
Richard Eckersley,D (RL),Defender,Oldham,English Football League 1,ENG,ENG3,4,17/12/1985,12,2,10788,354,26,Salford,ENG,UK & Ireland,ENG,,,,,176,77,0,105,,
Sean McConville,"M (RL), AM (RLC), ST (C)",Midfielder,Accrington,English Football League 2,ENG,ENG4,5,17/10/1985,10,1,10849,356,26,Liverpool,ENG,UK & Ireland,ENG,,,,,181,73,53,221,,
Mike Grogan,"D (C), DM",Defender,AFC Telford,NaN,ENG,NONE,7,07/05/1985,5,3,11012,361,26,Liverpool,ENG,UK & Ireland,ENG,,,,,180,75,27,110,,
Joe Thompson,AM (R),Forward,Carlisle,English Football League 2,ENG,ENG4,5,23/01/1985,1,2,11116,365,26,Rochdale,ENG,UK & Ireland,ENG,,,,,183,64,18,178,,
David Button,GK,Goalkeeper,Brentford,English Football League Championship,ENG,ENG2,3,13/07/1984,7,4,11310,371,26,Stevenage,ENG,UK & Ireland,ENG,,,,,192,84,0,197,,
Sam Wedgbury,"DM, M (C)",Midfielder,Forest Green,NaN,ENG,NONE,7,13/05/1984,5,3,11371,373,26,NaN,ENG,UK & Ireland,ENG,,,,,186,70,5,193,,
Lucas Akins,M/AM (R),Midfielder,Burton,English Football League 1,ENG,ENG3,4,22/04/1984,4,3,11392,374,26,Huddersfield,ENG,UK & Ireland,ENG,,,,,181,79,31,224,,
Danny Hylton,"AM (RL), ST (C)",Forward,Oxford,English Football League 2,ENG,ENG4,5,07/02/1984,2,2,11467,376,26,London,ENG,UK & Ireland,ENG,,,,,183,71,67,245,,
Lee Molyneux,WB/M (L),Defender,Morecambe,English Football League 2,ENG,ENG4,5,29/01/1984,1,2,11476,377,26,Huyton,ENG,UK & Ireland,ENG,,,,,186,81,15,109,,
Jamie Jones,GK,Goalkeeper,Preston,English Football League Championship,ENG,ENG2,3,31/10/1983,10,1,11566,380,26,Liverpool,ENG,UK & Ireland,ENG,,,,,191,91,0,185,,
Curtis Obeng,D (R),Defender,NaN,NaN,ENG,NONE,7,02/09/1983,9,1,11625,381,26,Manchester,ENG,UK & Ireland,ENG,GHA,,,,173,67,2,116,,
Mark Anderson,"M (L), AM (RL), ST (C)",Midfielder,Carolina RailHawks,NaN,USA,NONE,7,23/03/1983,3,3,11788,387,26,Durham,ENG,UK & Ireland,ENG,,,,,178,76,22,76,,
Jake Moult,M (C),Midfielder,Altrincham,NaN,ENG,NONE,7,23/03/1983,3,3,11788,387,26,StokeNaNonNaNTrent,ENG,UK & Ireland,ENG,,,,,178,67,30,206,,
Liam Hogan,D (RC),Defender,Tranmere,NaN,ENG,NONE,7,23/01/1983,1,2,11847,389,26,Salford,ENG,UK & Ireland,ENG,,,,,183,78,1,86,,
Lewis Alessandra,"AM (C), ST (C)",Forward,Rochdale,English Football League 1,ENG,ENG3,4,16/01/1983,1,2,11854,389,26,Rochdale,ENG,UK & Ireland,ENG,,,,,178,71,34,235,,
Josh Coulson,D (C),Defender,Cambridge,English Football League 2,ENG,ENG4,5,22/12/1982,12,2,11879,390,26,Cambridge,ENG,UK & Ireland,ENG,,,,,191,83,13,242,,
Paul Turnbull,M (C),Midfielder,Macclesfield,NaN,ENG,NONE,7,12/11/1982,11,1,11919,391,26,Stockport,ENG,UK & Ireland,ENG,,,,,183,79,17,260,,
Delano Sam-Yorke,"AM (C), ST (C)",Forward,Forest Green,NaN,ENG,NONE,7,31/10/1982,10,1,11931,392,26,London,ENG,UK & Ireland,ENG,,,,,188,85,56,202,,
Adam Clayton,M (C),Midfielder,Middlesbrough,English Football League Championship,ENG,ENG2,3,30/10/1982,10,1,11932,392,26,Manchester,ENG,UK & Ireland,ENG,,,,,176,75,19,213,,
Lee Tomlin,AM (C),Forward,Bournemouth,English Premier Division,ENG,ENG1,1,28/09/1982,9,1,11964,393,26,Leicester,ENG,UK & Ireland,ENG,,,,,180,74,70,352,,
Ugo Udoji,"D (RC), WB (R)",Defender,Bromley,NaN,ENG,NONE,7,21/09/1982,9,1,11971,393,26,NaN,ENG,UK & Ireland,ENG,,,,,191,83,0,119,,
Alfie Potter,"M (R), AM (RLC)",Midfielder,Northampton,English Football League 2,ENG,ENG4,5,24/06/1982,6,4,12060,396,26,London,ENG,UK & Ireland,ENG,,,,,170,67,29,234,,
Miles Addison,D (C),Defender,NaN,NaN,ENG,NONE,7,12/11/1981,11,1,12284,403,26,London,ENG,UK & Ireland,ENG,,,,,188,93,4,114,,
Andy Carroll,ST (C),Forward,West Ham,English Premier Division,ENG,ENG1,1,06/11/1981,11,1,12290,403,26,Gateshead,ENG,UK & Ireland,ENG,SCO,,,,191,76,52,188,,
Danny Holmes,D (R),Defender,Newport Co,English Football League 2,ENG,ENG4,5,10/02/1981,2,2,12559,412,26,Birkenhead,ENG,UK & Ireland,ENG,,,,,183,77,7,206,,
Anthony Wordsworth,M (LC),Midfielder,Southend,English Football League 1,ENG,ENG3,4,18/12/1980,12,2,12613,414,26,London,ENG,UK & Ireland,ENG,,,,,186,77,42,219,,
Chris Hussey,D/M (L),Defender,Bury,English Football League 1,ENG,ENG3,4,28/11/1980,11,1,12633,415,26,London,ENG,UK & Ireland,ENG,,,,,186,75,6,235,,
Zavon Hines,AM (R),Forward,Dag & Red,English Football League 2,ENG,ENG4,5,18/11/1980,11,1,12643,415,26,Kingston,ENG,Caribbean,ENG,JAM,,,,178,67,14,106,,
Ben Williamson,ST (C),Forward,Gillingham,English Football League 1,ENG,ENG3,4,27/05/1980,5,3,12818,421,26,London,ENG,UK & Ireland,ENG,,,,,180,76,42,200,,
Elliott Bennett,"M (R), AM (RC)",Midfielder,Norwich,English Premier Division,ENG,ENG1,1,19/03/1980,3,3,12887,423,26,Telford,ENG,UK & Ireland,ENG,,,,,178,73,20,233,,
Elliot Omozusi,D (RLC),Defender,Cambridge,English Football League 2,ENG,ENG4,5,03/11/1979,11,1,13024,427,26,London,ENG,UK & Ireland,ENG,NGA,,,,181,81,0,157,,
Oliver Lancashire,D (C),Defender,Rochdale,English Football League 1,ENG,ENG3,4,15/10/1979,10,1,13043,428,26,Basingstoke,ENG,UK & Ireland,ENG,,,,,186,75,2,157,,
James Dayton,M/AM (RL),Midfielder,Cheltenham,NaN,ENG,NONE,7,27/03/1979,3,3,13245,435,26,London,ENG,UK & Ireland,ENG,,,,,172,64,11,138,,
Shaun Kelly,D (C),Defender,Port Melbourne SC,NaN,AUS,NONE,7,19/03/1979,3,3,13253,435,26,Liverpool,ENG,UK & Ireland,ENG,,,,,186,72,8,108,,
Marcus Holness,D (C),Defender,Tranmere,NaN,ENG,NONE,7,21/03/1978,3,3,13616,447,26,Oldham,ENG,UK & Ireland,ENG,,,,,183,78,6,178,,
Jonathan Hogg,"DM, M (C)",Midfielder,Huddersfield,English Football League Championship,ENG,ENG2,3,18/05/1977,5,3,13923,457,26,Middlesbrough,ENG,UK & Ireland,ENG,,,,,178,74,1,167,,
Michael Cheek,ST (C),Forward,Braintree,NaN,ENG,NONE,7,14/03/1975,3,3,14719,483,26,London,ENG,UK & Ireland,ENG,,,,,201,81,57,114,,
Jay Simpson,"AM (R), ST (C)",Forward,Leyton Orient,English Football League 2,ENG,ENG4,5,15/07/1973,7,4,15326,503,26,London,ENG,UK & Ireland,ENG,,,,,181,84,41,232,,
Joe Martin,D (L),Defender,Millwall,English Football League 1,ENG,ENG3,4,29/11/1988,11,1,9710,319,26,Dagenham,ENG,UK & Ireland,ENG,,,,,183,83,8,183,,
Sam Hewson,M (C),Midfielder,FH,NaN,ISL,NONE,7,28/11/1988,11,1,9711,319,26,Bolton,ENG,UK & Ireland,ENG,,,,,178,79,6,111,,
Robbie Threlfall,D (L),Defender,NaN,NaN,ENG,NONE,7,28/11/1988,11,1,9711,319,26,Liverpool,ENG,UK & Ireland,ENG,,,,,181,71,4,129,,
Andy Haworth,M/AM (RL),Midfielder,Barrow,NaN,ENG,NONE,7,24/10/1988,10,1,9746,320,26,Lancaster,ENG,UK & Ireland,ENG,,,,,181,75,7,118,,
Luke Boden,"D/WB (L), M (LC), AM (C)",Defender,Orlando City,NaN,USA,NONE,7,12/10/1988,10,1,9758,320,26,Sheffield,ENG,UK & Ireland,ENG,USA,,,,186,84,5,125,,
Jay Spearing,"DM, M (C)",Midfielder,Bolton,English Football League Championship,ENG,ENG2,3,11/10/1988,10,1,9759,320,26,Liverpool,ENG,UK & Ireland,ENG,,,,,168,71,7,155,,
Harry Worley,D (C),Defender,Hartlepool,English Football League 2,ENG,ENG4,5,10/10/1988,10,1,9760,320,26,Warrington,ENG,UK & Ireland,ENG,,,,,192,85,7,135,,
Greg Tansey,"DM, M (C)",Midfielder,Inverness CT,Scottish Premiership,SCO,SCO1,3,04/10/1988,10,1,9766,320,26,Huyton,ENG,UK & Ireland,ENG,,,,,186,78,33,247,,
Shaun Beeley,D/WB (R),Defender,Morecambe,English Football League 2,ENG,ENG4,5,19/09/1988,9,1,9781,321,26,Stockport,ENG,UK & Ireland,ENG,,,,,178,72,3,234,,
Kyle Naughton,"D (RL), WB (R)",Defender,Swansea,English Premier Division,ENG,ENG1,1,23/08/1988,8,4,9808,322,26,Sheffield,ENG,UK & Ireland,ENG,IRL,,,,180,73,6,191,,
Shaun Densmore,D/WB (R),Defender,Altrincham,NaN,ENG,NONE,7,21/07/1988,7,4,9841,323,26,Liverpool,ENG,UK & Ireland,ENG,,,,,178,74,23,257,,
Manny Smith,D (C),Defender,Wrexham,NaN,ENG,NONE,7,18/07/1988,7,4,9844,323,26,Birmingham,ENG,UK & Ireland,ENG,,,,,188,78,7,204,,
Scott Doe,D (C),Defender,Boreham Wood,NaN,ENG,NONE,7,01/06/1988,6,4,9891,325,26,Reading,ENG,UK & Ireland,ENG,,,,,183,78,13,306,,
Lewis McGugan,M (C),Midfielder,Sheff Wed,English Football League Championship,ENG,ENG2,3,31/03/1988,3,3,9953,327,26,Nottingham,ENG,UK & Ireland,ENG,,,,,178,77,53,264,,
Stuart Axten,D (RC),Defender,Formartine Utd,NaN,SCO,NONE,7,25/01/1988,1,2,10019,329,26,Worthing,ENG,UK & Ireland,ENG,,,,,194,86,5,188,,
Ross Draper,"DM, M (C)",Midfielder,Inverness CT,Scottish Premiership,SCO,SCO1,3,27/10/1987,10,1,10109,332,26,Wolverhampton,ENG,UK & Ireland,ENG,,,,,188,80,21,267,,
Darren Campion,D (L),Defender,AFC Telford,NaN,ENG,NONE,7,25/10/1987,10,1,10111,332,26,Birmingham,ENG,UK & Ireland,ENG,,,,,181,77,7,176,,
Cameron Belford,GK,Goalkeeper,Wrexham,NaN,ENG,NONE,7,04/10/1987,10,1,10132,332,26,Nuneaton,ENG,UK & Ireland,ENG,,,,,181,81,0,152,,
Will Atkinson,M (RLC),Midfielder,Southend,English Football League 1,ENG,ENG3,4,05/08/1987,8,4,10192,334,26,Beverley,ENG,UK & Ireland,ENG,,,,,178,67,17,218,,
Ryan Burge,M (C),Midfielder,NaN,NaN,ENG,NONE,7,12/05/1987,5,3,10277,337,26,Cheltenham,ENG,UK & Ireland,ENG,,,,,178,65,12,84,,
Lee Butcher,GK,Goalkeeper,NaN,NaN,ENG,NONE,7,26/04/1987,4,3,10293,338,26,Waltham Abbey,ENG,UK & Ireland,ENG,,,,,185,77,0,102,,
Jack Obersteller,D/WB (L),Defender,NaN,NaN,ENG,NONE,7,10/04/1987,4,3,10309,338,26,London,ENG,UK & Ireland,ENG,,,,,179,77,5,177,,
Stephen Darby,D (R),Defender,Bradford City,English Football League 1,ENG,ENG3,4,19/03/1987,3,3,10331,339,26,Liverpool,ENG,UK & Ireland,ENG,,,,,174,75,0,197,,
Troy Archibald-Henville,D (C),Defender,Carlisle,English Football League 2,ENG,ENG4,5,02/01/1987,1,2,10407,341,26,London,ENG,UK & Ireland,ENG,,,,,188,80,4,162,,
Joe Heath,D (L),Defender,NaN,NaN,ENG,NONE,7,23/11/1986,11,1,10447,343,26,Birkenhead,ENG,UK & Ireland,ENG,,,,,181,75,1,100,,
Sean Rigg,"M/AM (L), ST (C)",Midfielder,AFC Wimbledon,English Football League 2,ENG,ENG4,5,17/11/1986,11,1,10453,343,26,Bristol,ENG,UK & Ireland,ENG,,,,,175,78,36,288,,
Ryan Shotton,D (RC),Defender,Derby,English Football League Championship,ENG,ENG2,3,22/10/1986,10,1,10479,344,26,StokeNaNonNaNTrent,ENG,UK & Ireland,ENG,,,,,191,85,9,183,,
Mark Ellis,D (C),Defender,Shrewsbury,English Football League 1,ENG,ENG3,4,05/10/1986,10,1,10496,344,26,Plymouth,ENG,UK & Ireland,ENG,,,,,188,78,20,239,,
Lee Collins,D (RLC),Defender,Mansfield,English Football League 2,ENG,ENG4,5,01/10/1986,10,1,10500,345,26,Telford,ENG,UK & Ireland,ENG,IRL,,,,186,69,5,247,,
Lee Novak,"AM (RL), ST (C)",Forward,Chesterfield,English Football League 1,ENG,ENG3,4,02/07/1986,7,4,10591,347,26,Newcastle,ENG,UK & Ireland,ENG,,,,,183,78,99,285,,
Gianluca Havern,D (C),Defender,Altrincham,NaN,ENG,NONE,7,22/06/1986,6,4,10601,348,26,Stockport,ENG,UK & Ireland,ENG,ITA,,,,185,83,10,204,,
Tommy Rowe,"D (L), M (C)",Defender,Wolves,English Football League Championship,ENG,ENG2,3,15/04/1986,4,3,10669,350,26,Manchester,ENG,UK & Ireland,ENG,,,,,180,81,36,262,,
Sean Newton,D/WB (L),Defender,Wrexham,NaN,ENG,NONE,7,17/12/1985,12,2,10788,354,26,Liverpool,ENG,UK & Ireland,ENG,,,,,188,83,24,310,,
Nicky Featherstone,M (C),Midfielder,Hartlepool,English Football League 2,ENG,ENG4,5,17/10/1985,10,1,10849,356,26,Goole,ENG,UK & Ireland,ENG,,,,,171,71,3,168,,
Charlie Barnett,M (RC),Midfielder,NaN,NaN,ENG,NONE,7,07/05/1985,5,3,11012,361,26,Liverpool,ENG,UK & Ireland,ENG,,,,,171,73,14,169,,
James Bailey,"DM, M (C)",Midfielder,Pune,NaN,IND,NONE,7,23/01/1985,1,2,11116,365,26,Macclesfield,ENG,UK & Ireland,ENG,,,,,183,79,3,162,,
Ryan Crowther,M/AM (RL),Midfielder,Altrincham,NaN,ENG,NONE,7,16/09/1984,9,1,11245,369,26,Stockport,ENG,UK & Ireland,ENG,,,,,181,70,23,141,,
Richard O'Donnell,GK,Goalkeeper,Wigan,English Football League 1,ENG,ENG3,4,14/09/1984,9,1,11247,369,26,Sheffield,ENG,UK & Ireland,ENG,,,,,188,85,0,167,,
Deane Smalley,"M/AM (R), ST (C)",Midfielder,Plymouth,English Football League 2,ENG,ENG4,5,13/07/1984,7,4,11310,371,26,Oldham,ENG,UK & Ireland,ENG,,,,,187,90,36,247,,
Mustapha Carayol,AM (RL),Forward,Huddersfield,English Football League Championship,ENG,ENG2,3,13/05/1984,5,3,11371,373,26,Banjul,ENG,Western Africa,ENG,GAM,,,,178,75,26,199,,
Lee Gregory,ST (C),Forward,Millwall,English Football League 1,ENG,ENG3,4,22/04/1984,4,3,11392,374,26,Sheffield,ENG,UK & Ireland,ENG,,,,,188,78,100,183,,
Liam Trotter,M/AM (C),Midfielder,Bolton,English Football League Championship,ENG,ENG2,3,07/02/1984,2,2,11467,376,26,Ipswich,ENG,UK & Ireland,ENG,,,,,188,77,30,232,,
Byron Moore,"AM (RL), ST (C)",Forward,Port Vale,English Football League 1,ENG,ENG3,4,29/01/1984,1,2,11476,377,26,StokeNaNonNaNTrent,ENG,UK & Ireland,ENG,,,,,175,72,38,295,,
Chris Lewington,GK,Goalkeeper,NaN,NaN,ENG,NONE,7,31/10/1983,10,1,11566,380,26,Sidcup,ENG,UK & Ireland,ENG,,,,,188,77,0,167,,
Mark Little,D/WB (R),Defender,Bristol City,English Football League Championship,ENG,ENG2,3,02/09/1983,9,1,11625,381,26,Worcester,ENG,UK & Ireland,ENG,,,,,185,81,4,260,,
Jack Hobbs,D (C),Defender,Nottm Forest,English Football League Championship,ENG,ENG2,3,23/03/1983,3,3,11788,387,26,Portsmouth,ENG,UK & Ireland,ENG,,,,,191,84,4,245,,
Tomi Ameobi,ST (C),Forward,FC Edmonton,NaN,USA,NONE,7,23/03/1983,3,3,11788,387,26,Newcastle,ENG,UK & Ireland,ENG,NGA,,,,186,77,34,137,,
Luke Mulholland,M/AM (RC),Midfielder,Real Salt Lake,NaN,USA,NONE,7,23/01/1983,1,2,11847,389,26,Preston,ENG,UK & Ireland,ENG,USA,,,,181,75,43,153,,
Wayne Brown,M (C),Midfielder,SJK,NaN,FIN,NONE,7,16/01/1983,1,2,11854,389,26,Kingston upon Thames,ENG,UK & Ireland,ENG,,,,,175,67,21,154,,
Reuben Reid,ST (C),Forward,Plymouth,English Football League 2,ENG,ENG4,5,22/12/1982,12,2,11879,390,26,Bristol,ENG,UK & Ireland,ENG,JAM,,,,183,94,75,283,,
Ben Pringle,M (LC),Midfielder,Fulham,English Football League Championship,ENG,ENG2,3,12/11/1982,11,1,11919,391,26,Newcastle,ENG,UK & Ireland,ENG,,,,,173,75,23,214,,
Mark Lees,"D (RLC), M (C)",Defender,AFC Telford,NaN,ENG,NONE,7,31/10/1982,10,1,11931,392,26,Bury,ENG,UK & Ireland,ENG,,,,,178,70,2,269,,
Paul Anderson,M/AM (R),Midfielder,Bradford City,English Football League 1,ENG,ENG3,4,30/10/1982,10,1,11932,392,26,Leicester,ENG,UK & Ireland,ENG,,,,,176,65,25,242,,
Rory Boulding,ST (C),Forward,NaN,NaN,ENG,NONE,7,28/09/1982,9,1,11964,393,26,Sheffield,ENG,UK & Ireland,ENG,,,,,178,71,14,85,,
Chris Basham,"D (C), DM, M (C)",Defender,Sheff Utd,English Football League 1,ENG,ENG3,4,21/09/1982,9,1,11971,393,26,Gateshead,ENG,UK & Ireland,ENG,,,,,181,80,6,144,,
Nick Liversedge,GK,Goalkeeper,NaN,NaN,ENG,NONE,7,24/06/1982,6,4,12060,396,26,Huddersfield,ENG,UK & Ireland,ENG,,,,,196,85,0,85,,
Olukorede Aiyegbusi,D (L),Defender,AFC United,NaN,SWE,NONE,7,12/11/1981,11,1,12284,403,26,London,ENG,UK & Ireland,ENG,NGA,,,,166,71,8,82,,
James Vaughan,ST (C),Forward,Huddersfield,English Football League Championship,ENG,ENG2,3,06/11/1981,11,1,12290,403,26,Birmingham,ENG,UK & Ireland,ENG,,,,,181,80,48,174,,
Richard Orlu,D (C),Defender,Dover,NaN,ENG,NONE,7,10/02/1981,2,2,12559,412,26,London,ENG,UK & Ireland,ENG,,,,,194,86,9,265,,
Danny Green,M/AM (R),Midfielder,Luton,English Football League 2,ENG,ENG4,5,18/12/1980,12,2,12613,414,26,Harlow,ENG,UK & Ireland,ENG,,,,,176,83,32,194,,
Lee Tuck,ST (C),Forward,Nakhon Ratchasima,NaN,THA,NONE,7,28/11/1980,11,1,12633,415,27,Halifax,ENG,UK & Ireland,ENG,,,,,168,65,7,57,,
Troy Deeney,ST (C),Forward,Watford,English Premier Division,ENG,ENG1,1,18/11/1980,11,1,12643,415,27,Birmingham,ENG,UK & Ireland,ENG,,,,,181,77,112,336,,
Joe Clarke,"D (R), M (C)",Defender,Kidderminster,NaN,ENG,NONE,7,27/05/1980,5,3,12818,421,27,Birmingham,ENG,UK & Ireland,ENG,,,,,181,80,13,157,,
Micah Richards,D (RC),Defender,Aston Villa,English Premier Division,ENG,ENG1,1,19/03/1980,3,3,12887,423,27,Birmingham,ENG,UK & Ireland,ENG,,,,,181,83,7,184,,
Kieran Lee,M (C),Midfielder,Sheff Wed,English Football League Championship,ENG,ENG2,3,03/11/1979,11,1,13024,427,27,Stalybridge,ENG,UK & Ireland,ENG,,,,,186,77,12,208,,
Matty Done,"M (L), AM (LC), ST (C)",Midfielder,Sheff Utd,English Football League 1,ENG,ENG3,4,15/10/1979,10,1,13043,428,27,Oswestry,ENG,UK & Ireland,ENG,WAL,,,,178,65,27,281,,
Andy Parrish,D (RC),Defender,Morecambe,English Football League 2,ENG,ENG4,5,27/03/1979,3,3,13245,435,27,Bolton,ENG,UK & Ireland,ENG,,,,,183,74,2,278,,
Ryan Rowe,ST (C),Forward,AFC Telford,NaN,ENG,NONE,7,19/03/1979,3,3,13253,435,27,Bromsgrove,ENG,UK & Ireland,ENG,,,,,181,76,19,93,,
Jerome Okimo,D (L),Defender,Stevenage,English Football League 2,ENG,ENG4,5,21/03/1978,3,3,13616,447,27,London,ENG,UK & Ireland,ENG,,,,,178,70,2,180,,
Sam Slocombe,GK,Goalkeeper,Oxford,English Football League 2,ENG,ENG4,5,18/05/1977,5,3,13923,457,27,Scunthorpe,ENG,UK & Ireland,ENG,,,,,186,75,0,115,,
Graeme Owens,"M (RC), AM (R)",Midfielder,NaN,NaN,ENG,NONE,7,14/03/1975,3,3,14719,483,27,Cramlington,ENG,UK & Ireland,ENG,,,,,178,73,6,50,,
Chris Kinnear,M (C),Midfielder,Dover,NaN,ENG,NONE,7,15/07/1973,7,4,15326,503,27,Dover,ENG,UK & Ireland,ENG,,,,,183,70,0,29,,
Seb Hines,D (C),Defender,Orlando City,NaN,USA,NONE,7,29/05/1988,5,3,9894,325,27,Wetherby,ENG,UK & Ireland,ENG,USA,,,,188,78,6,98,,
Luke Prosser,D (LC),Defender,Southend,English Football League 1,ENG,ENG3,4,28/05/1988,5,3,9895,325,27,Enfield,ENG,UK & Ireland,ENG,,,,,188,78,8,184,,
Scott Loach,GK,Goalkeeper,Notts Co,English Football League 2,ENG,ENG4,5,27/05/1988,5,3,9896,325,27,Nottingham,ENG,UK & Ireland,ENG,,,,,194,94,0,230,,
Andy Rafferty,GK,Goalkeeper,Dover,NaN,ENG,NONE,7,27/05/1988,5,3,9896,325,27,Guisborough,ENG,UK & Ireland,ENG,,,,,199,86,0,30,,
Jonny Howson,M/AM (C),Midfielder,Norwich,English Premier Division,ENG,ENG1,1,21/05/1988,5,3,9902,325,27,Leeds,ENG,UK & Ireland,ENG,,,,,181,81,36,288,,
Michael Bostwick,"D (C), DM, M (C)",Defender,Peterborough,English Football League 1,ENG,ENG3,4,17/05/1988,5,3,9906,325,27,London,ENG,UK & Ireland,ENG,,,,,193,89,43,368,,
Jennison Myrie-Williams,AM (RL),Forward,Sligo Rovers,NaN,IRL,NONE,7,17/05/1988,5,3,9906,325,27,London,ENG,UK & Ireland,ENG,,,,,183,77,33,260,,
Adam Lallana,"M (R), AM (RLC)",Midfielder,Liverpool,English Premier Division,ENG,ENG1,1,10/05/1988,5,3,9913,325,27,St. Albans,ENG,UK & Ireland,ENG,,,,,173,73,53,265,,
Ricky Wellard,M (C),Midfielder,Welling,NaN,ENG,NONE,7,09/05/1988,5,3,9914,325,27,London,ENG,UK & Ireland,ENG,,,,,194,80,30,300,,
Ryan Taylor,ST (C),Forward,Oxford,English Football League 2,ENG,ENG4,5,04/05/1988,5,3,9919,325,27,Rotherham,ENG,UK & Ireland,ENG,,,,,188,69,40,239,,
Kris Thackray,D (C),Defender,Uerdingen,NaN,GER,NONE,7,27/04/1988,4,3,9926,326,27,Newcastle,ENG,UK & Ireland,ENG,,,,,185,75,7,133,,
Gareth Evans,M/AM (RL),Midfielder,Portsmouth,English Football League 2,ENG,ENG4,5,26/04/1988,4,3,9927,326,27,Macclesfield,ENG,UK & Ireland,ENG,,,,,183,80,53,309,,
Danny Guthrie,M (C),Midfielder,Blackburn,English Football League Championship,ENG,ENG2,3,18/04/1988,4,3,9935,326,27,Shrewsbury,ENG,UK & Ireland,ENG,,,,,176,75,12,198,,
Kenny Davis,M (C),Midfielder,Braintree,NaN,ENG,NONE,7,17/04/1988,4,3,9936,326,27,London,ENG,UK & Ireland,ENG,,,,,175,64,35,258,,
Jermaine McGlashan,AM (R),Forward,Gillingham,English Football League 1,ENG,ENG3,4,14/04/1988,4,3,9939,326,27,StainesNaNuponNaNThames,ENG,UK & Ireland,ENG,,,,,171,60,22,232,,
Wes Fogden,M (RC),Midfielder,Yeovil,English Football League 2,ENG,ENG4,5,12/04/1988,4,3,9941,326,27,Brighton,ENG,UK & Ireland,ENG,,,,,176,73,43,230,,
Joe Garner,ST (C),Forward,Preston,English Football League Championship,ENG,ENG2,3,12/04/1988,4,3,9941,326,27,Blackburn,ENG,UK & Ireland,ENG,,,,,178,76,78,239,,
Sam Beasant,GK,Goalkeeper,Cambridge,English Football League 2,ENG,ENG4,5,08/04/1988,4,3,9945,326,27,London,ENG,UK & Ireland,ENG,,,,,196,82,0,67,,
Michael Coulson,AM (RL),Forward,York,English Football League 2,ENG,ENG4,5,04/04/1988,4,3,9949,326,27,Scarborough,ENG,UK & Ireland,ENG,,,,,178,64,47,263,,
Frank Fielding,GK,Goalkeeper,Bristol City,English Football League Championship,ENG,ENG2,3,04/04/1988,4,3,9949,326,27,Blackburn,ENG,UK & Ireland,ENG,,,,,186,77,0,214,,
Peter Hartley,"SW, D (C)",Defender,Plymouth,English Football League 2,ENG,ENG4,5,03/04/1988,4,3,9950,326,27,Hartlepool,ENG,UK & Ireland,ENG,,,,,184,91,16,248,,
Louis Briscoe,"M (R), AM (RL)",Midfielder,Torquay,NaN,ENG,NONE,7,02/04/1988,4,3,9951,326,27,BurtonNaNonNaNTrent,ENG,UK & Ireland,ENG,,,,,183,86,59,270,,
Hogan Ephraim,"M (C), AM (RLC)",Midfielder,NaN,NaN,ENG,NONE,7,31/03/1988,3,3,9953,327,27,London,ENG,UK & Ireland,ENG,IRL,,,,175,70,12,179,,
Nicky Law,M/AM (C),Midfielder,Rangers,Scottish Championship,SCO,SCO2,6,25/01/1988,1,2,10019,329,27,Nottingham,ENG,UK & Ireland,ENG,,,,,178,73,41,284,,
Dave Winfield,D (C),Defender,York,English Football League 2,ENG,ENG4,5,22/11/1987,11,1,10083,331,27,Aldershot,ENG,UK & Ireland,ENG,,,,,191,86,12,223,,
Lindon Meikle,M/AM (RL),Midfielder,Macclesfield,NaN,ENG,NONE,7,27/10/1987,10,1,10109,332,27,Nottingham,ENG,UK & Ireland,ENG,JAM,,,,168,70,66,359,,
Lee Cattermole,"DM, M (C)",Midfielder,Sunderland,English Premier Division,ENG,ENG1,1,25/10/1987,10,1,10111,332,27,StocktonNaNonNaNTees,ENG,UK & Ireland,ENG,,,,,178,77,6,232,,
Karleigh Osborne,D (C),Defender,AFC Wimbledon,English Football League 2,ENG,ENG4,5,04/10/1987,10,1,10132,332,27,Ealing,ENG,UK & Ireland,ENG,,,,,188,81,11,227,,
Fraser Forster,GK,Goalkeeper,Southampton,English Premier Division,ENG,ENG1,1,05/08/1987,8,4,10192,334,27,Newcastle,ENG,UK & Ireland,ENG,,,,,201,99,0,218,,
